created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Sun Oct 29 23:48:22 +0000 2023;1718776821851025438;"@NdrewsTjan @ekokuntadhi1 Jangan ada program menteri atau parpol. Hanya ada Program Presiden......kasih mereka kesemlatan rampok negara, biar aman kerja diam2";0;0;0;0;in;1046084343892869120;1718571167857160515;RelawanNusanta1;https://twitter.com/RelawanNusanta1/status/1718776821851025438
Sun Oct 29 23:48:06 +0000 2023;1718776756692504955;"@HusinShihab @prabowo @kikysaputrii Dukungan elo tu malu" in. Wadas piala dunia U20 g boleh ditanyain. Ehhhh banyak yg di cut. Blm JD presiden aja sdh angkuh";0;0;0;0;in;1446359442904084482;1718312101398380732;lutfi_afrizal10;https://twitter.com/lutfi_afrizal10/status/1718776756692504955
Sun Oct 29 23:47:51 +0000 2023;1718776690875511153;"@VIVAcoid Inspirasi opooo.......  Kalau bukan anaknya Presiden, Gibran gak akan jadi cawapres. Jadi Walikota juga akan sulit, bisa dibilang gak mungkin.";0;0;0;0;in;1577441633649717249;1718486841404662033;AntoDetikCom;https://twitter.com/AntoDetikCom/status/1718776690875511153
Sun Oct 29 23:47:50 +0000 2023;1718776688161800228;"@VIVAcoid Hello.. beda kelas Jenderal Sudirman sama Gibran, Jenderal Sudirman tidak mengandalkan nama ayah untuk jadi panglima besar, kalau Gibran, jika bukan anak Presiden, gak mungkin di pilih oleh Prabowo jadi cawapres nya.";0;11;16;171;in;1472574920508903425;1718773359943802997;Shalihin_NAD;https://twitter.com/Shalihin_NAD/status/1718776688161800228
Sun Oct 29 23:47:50 +0000 2023;1718776687192916455;"@Dennysiregar7 Tradisi. Presiden naik putih bersih, saat lengser kotor berlumpur. Kaya anak-anak di iklan deterjen.";0;0;0;0;in;18470053;1718774050124640570;radiXe;https://twitter.com/radiXe/status/1718776687192916455
Sun Oct 29 23:47:25 +0000 2023;1718776583463501859;"@VIVAcoid ...inspirasi anak muda yang mana anaknya adalah daripada Presiden...  #soehartomodeon";0;0;0;0;in;1625353232255160320;1718486841404662033;MhParuhumS;https://twitter.com/MhParuhumS/status/1718776583463501859
Sun Oct 29 23:47:06 +0000 2023;1718776502966460864;"@TeddGus Bu Mega pernah jadi Presiden, ketika Bapaknya yang mantan Presiden sudah lama meninggal. Itu gak apa-apa kok.";0;0;0;0;in;1519855464380780550;1718482220841889832;Whisju;https://twitter.com/Whisju/status/1718776502966460864
Sun Oct 29 23:47:04 +0000 2023;1718776496305914267;"anak2 Gaza meminta tolong pada Presiden PUTIN , anak2 Gaza tidak bisa berharap dari negara2 Arab yg sudah semakain sekuler dan di kuasai Amerika   harapan mereka hanya dari Negara Rusia yg bisa melawan hegemoni barat   @KremlinRussia_E @KremlinRussia";0;0;0;0;in;1098720561553846272;1718776496305914267;HeruCaturP;https://twitter.com/HeruCaturP/status/1718776496305914267
Sun Oct 29 23:46:48 +0000 2023;1718776427389301088;"@sosmedkeras Kalau presiden indonesia adalah petugas partai, artinya indonesia dipimpin hanya untuk melayani partai pemenang saja atau winner takes it all, pemilu menjadi sama saja perang sodara..";0;0;0;10;in;1585070837526589440;1718649619335503941;mas_untungJa;https://twitter.com/mas_untungJa/status/1718776427389301088
Sun Oct 29 23:46:43 +0000 2023;1718776408951140788;"@islah_bahrawi Jalankan aja tugas anda, urusan negara biarkan pak Presiden yg memikirkannya.";0;0;0;0;in;1116374811582681091;1718506755439931488;lingga_betty;https://twitter.com/lingga_betty/status/1718776408951140788
Sun Oct 29 23:46:42 +0000 2023;1718776403188183162;"@islah_bahrawi Andai saja presiden yg skrng, kerja sama wakilnya ya 😬";0;0;0;0;in;2177408484;1718506755439931488;Diahtrimurniati;https://twitter.com/Diahtrimurniati/status/1718776403188183162
Sun Oct 29 23:46:27 +0000 2023;1718776340630085851;"@Nikmatul_Sg @gibran_tweet emang sama ya mau jadi panglima dan presiden?";0;0;0;0;in;1700570007749402624;1718543282786242927;BelenEbert2421;https://twitter.com/BelenEbert2421/status/1718776340630085851
Sun Oct 29 23:46:12 +0000 2023;1718776276725711080;"@MarcosLynd Memojokan partai dg sindiran halus gak boleh pdhl itu semua yg disampaikan langsung oleh ibu ketum...tapi menjatuhkan martabat seorang presiden boleh  😁";2;3;0;2;in;1520394867750301696;1718770532420878758;RomeoWalker19;https://twitter.com/RomeoWalker19/status/1718776276725711080
Sun Oct 29 23:45:51 +0000 2023;1718776190876672085;"@pandan_wangi881 @PartBurungGalak @islah_bahrawi Ya kalau dia jd presiden kan menhan nya bukan beliau";0;0;0;0;in;1417700190;1718506755439931488;DindAmazing2;https://twitter.com/DindAmazing2/status/1718776190876672085
Sun Oct 29 23:45:03 +0000 2023;1718775989734637885;"@ren2ja Keputusan ekonomi LN yg diambil presiden pun, tetap si diplomat mesti paham basis ekonominya. Supaya bisa negosiasi. Apalagi keputusan yg task force atau working groupnya di Kemlu, mereka bekerja 2 arah: ke luar dan ke dalam.";0;0;0;4;in;38597062;1718498031174340973;dewapuci;https://twitter.com/dewapuci/status/1718775989734637885
Sun Oct 29 23:44:56 +0000 2023;1718775957107228783;"@roy99siandong @__AnakKolong @jokowi @bahlillahadalia Sejak menjadi walikota , gubernur , dan presiden 2 pereode pak jokowi dan keluarga itu menyenangkan, karna selalu tetap rendah hati walau jabatan sudah tinggi. Kenapa tiba2 menjelang tugasnya selesai malah  seperti ini , itulah yg membuat bnyak  pendukungnya kecewa , paham ?";0;0;0;0;in;3190507692;1718551645326565599;RantyCapung;https://twitter.com/RantyCapung/status/1718775957107228783
Sun Oct 29 23:44:49 +0000 2023;1718775930553032991;"Klik following kirain follow Pak Presiden..🙄😭😭🤭 https://t.co/5p8Aa1wFCq";0;0;0;4;in;1235941180312932353;1718775930553032991;BoSpot_;https://twitter.com/BoSpot_/status/1718775930553032991
Sun Oct 29 23:44:40 +0000 2023;1718775890249932952;"Eh sigoblok... gitu2 mantan presiden.";0;0;0;0;in;2826952529;1718775890249932952;yohan_juansyah;https://twitter.com/yohan_juansyah/status/1718775890249932952
Sun Oct 29 23:44:22 +0000 2023;1718775816363077797;"@OposisiCerdas Gampang jwb y...ya nanti kalau Ganjar jd presiden apa yg kau mintak pasti di laksanakan ##saveganjar";0;0;0;0;in;1571882870154887173;1718766696549540002;bagisu91488423;https://twitter.com/bagisu91488423/status/1718775816363077797
Sun Oct 29 23:44:20 +0000 2023;1718775807718686977;"@Dennysiregar7 Kalo kalah mending maju lagi di 2029 lawan AHY atau anak² mantan presiden lainnya atau siapapun boleh...lebih fair rasanya ..😬";0;0;0;0;in;1691310714;1718774050124640570;myonlyname;https://twitter.com/myonlyname/status/1718775807718686977
Sun Oct 29 23:44:14 +0000 2023;1718775780673835376;"@Nikmatul_Sg samaa2 kita dukung Ganjar yng udh pasti jadi presiden di tahun 2024 yang mempunyai akal yang bagus Bijak dan tegas #GanjarMahfudTaatKonstitusi https://t.co/pPglmfrTkP";0;0;0;0;in;1697572847420608512;1718547441300238576;kejocoke;https://twitter.com/kejocoke/status/1718775780673835376
Sun Oct 29 23:43:54 +0000 2023;1718775697823691163;"@ganjarpranowo @yennywahid @ChikiFawzi Yenny Wahid bersama dengan para pendukung pka ganjar siap menggotong pak ganjar untuk presiden 2024";0;0;0;0;in;745187205224640512;1718491322385080348;rutiniztas;https://twitter.com/rutiniztas/status/1718775697823691163
Sun Oct 29 23:42:24 +0000 2023;1718775322169217171;"@yush_abubakar dari awal jadi presiden dia telah menghadapi berbagai serangan yg kadang sulit di terima akal sehat. bahkan waktu yg sisapun harus tegar dgn sgala serangan dr org2  terdekatnya. salut beliau masih tetap sabar n trus menyelesaikan tugas pokoknya. #biarkanmrkabicara 💪";0;0;0;1;in;1604308410903953408;1718581506845847977;maweamanyawa;https://twitter.com/maweamanyawa/status/1718775322169217171
Sun Oct 29 23:41:54 +0000 2023;1718775194599493760;"@danielht2009 @TeddGus Semoga gibran bisa maju nanti di 2029 lawan AHY..atau siapapun anak² presiden lainnya lebih seru lebih fair...kalo di 2024 Gibran kalah...Wallahualam";0;0;0;0;in;1691310714;1718232451271794745;myonlyname;https://twitter.com/myonlyname/status/1718775194599493760
Sun Oct 29 23:41:46 +0000 2023;1718775163616190693;"Kontra produktif kalo  menyerang presiden membabi buta, mari berpolitik dengan riang gembira... Gak  sah baperan";0;2;2;6;in;65228515;1718775163616190693;wiratno_se;https://twitter.com/wiratno_se/status/1718775163616190693
Sun Oct 29 23:41:46 +0000 2023;1718775162190151889;"SOSOK Neno Warisman, Deklarator 2019Ganti Presiden hingga Pernah Panjatkan Doa yang Menggemparkan  #NenoWarisman #2019GantiPresiden #TribunMedan #Pilpres2024   https://t.co/qkuGH0rwwE via @tribunnews";0;0;0;0;in;142305302;1718775162190151889;tribunmedan;https://twitter.com/tribunmedan/status/1718775162190151889
Sun Oct 29 23:41:21 +0000 2023;1718775056841769123;"Dan hari ini presiden 404 Ukraina dan pecandu narkoba Zelensky mulai memberi tahu seluruh dunia tentang anti-Semitisme khusus orang Rusia dan Dagestan, khususnya.  ❗️Warga Dagestan yang berada di bandara, apakah Anda menyadari apa yang Anda lakukan? https://t.co/hscDrPW2Tu";0;0;0;2;in;2302503391;1718775056841769123;Takono02;https://twitter.com/Takono02/status/1718775056841769123
Sun Oct 29 23:41:10 +0000 2023;1718775011404869829;"Hanya di Indonesia petugas parkir bisa jadi calon presiden";0;0;0;0;in;1638468578986057728;1718775011404869829;kasam_kasi45737;https://twitter.com/kasam_kasi45737/status/1718775011404869829
Sun Oct 29 23:41:03 +0000 2023;1718774982036386123;"@Nikmatul_Sg @gibran_tweet masalahnya pak di negeri kita ini ada batas minimum umur untuk jadi presiden bukan dipaksakan mnimal umurnya";0;0;0;0;in;1700631593868828672;1718543282786242927;BenderVivi40109;https://twitter.com/BenderVivi40109/status/1718774982036386123
Sun Oct 29 23:40:56 +0000 2023;1718774950117667063;"@berlianidris @McDonalds_ID Semoga @McDonalds di Indonesia dan dunia bankrut #IsraeliNewNazism  #IsraelTerrorists  #FreePalestine  #Gaza_Genicide";0;0;0;1;in;1455334373981446144;1718605578124366067;Pakamkalam;https://twitter.com/Pakamkalam/status/1718774950117667063
Sun Oct 29 23:40:43 +0000 2023;1718774899337224465;"@VerusQuaesitor @YosaphatDYP Wkwkwk... Pertama gak ada ceritanya ujug-ujug ada Israel di timur tengah. Pada dasarnya, skeptisme orang mesir sama kayak pemahaman Presiden Soekarno yang menolak pendirian negara boneka Malaysia. Meneurut Soekarno, pendirian negara Malaysia akan mengganggu kepentingan Indonesia.";0;1;0;0;in;2349878136;1718457780234027011;samsun_acun;https://twitter.com/samsun_acun/status/1718774899337224465
Sun Oct 29 23:40:39 +0000 2023;1718774880672629145;"@SoeTjenMarching Karena pemilih harus tahu latar belakang calon presiden yang mau dipilih, maka hal seperti ini memang diperlukan... 🧐";0;0;0;0;in;60308831;1718501782010179707;theopils;https://twitter.com/theopils/status/1718774880672629145
Sun Oct 29 23:40:32 +0000 2023;1718774853342515553;"@itachi_saring @tvOneNews Masa Indonesia dipimpin org2 kayak begini, anak presiden yg gk ada kualitasnya, bapaknya aj bikin ancor satu negara";0;0;0;1;in;1269934033535975426;1718516497189093758;RMoceh;https://twitter.com/RMoceh/status/1718774853342515553
Sun Oct 29 23:40:13 +0000 2023;1718774772052750462;"@YaqutCQoumas Ya iyalah...masa presiden nya siri 😁";0;0;0;0;in;2814470174;1718577714234605861;tyopraska;https://twitter.com/tyopraska/status/1718774772052750462
